SEX,SEXDesc,AGE,AGEDesc,freq,period,sv,svDesc,figure,sd_value
M,Male,40-44,40 - 44,H,202412,POP,Number ('000),240.3,
M,Male,45-49,45 - 49,H,202412,POP,Number ('000),230.2,
M,Male,5-9,5 - 9,H,202412,POP,Number ('000),131.7,
M,Male,50-54,50 - 54,H,202412,POP,Number ('000),245.1,
M,Male,55-59,55 - 59,H,202412,POP,Number ('000),246.7,
M,Male,60-64,60 - 64,H,202412,POP,Number ('000),295.4,
M,Male,65-69,65 - 69,H,202412,POP,Number ('000),286.6,
M,Male,70-74,70 - 74,H,202412,POP,Number ('000),215.8,
M,Male,75-79,75 - 79,H,202412,POP,Number ('000),148.5,
M,Male,80-84,80 - 84,H,202412,POP,Number ('000),76,
M,Male,85+,≥85,H,202412,POP,Number ('000),97.9,
,Total,,Total,H,202506,POP,Number ('000),7527.5,p
,Total,0-4,0 - 4,H,202506,POP,Number ('000),175.1,p
,Total,10-14,10 - 14,H,202506,POP,Number ('000),296.9,p
,Total,15-19,15 - 19,H,202506,POP,Number ('000),271.6,p
,Total,20-24,20 - 24,H,202506,POP,Number ('000),291.2,p
,Total,25-29,25 - 29,H,202506,POP,Number ('000),396.4,p
,Total,30-34,30 - 34,H,202506,POP,Number ('000),509.6,p
,Total,35-39,35 - 39,H,202506,POP,Number ('000),568.5,p
,Total,40-44,40 - 44,H,202506,POP,Number ('000),609.5,p
,Total,45-49,45 - 49,H,202506,POP,Number ('000),572,p
,Total,5-9,5 - 9,H,202506,POP,Number ('000),252.1,p
,Total,50-54,50 - 54,H,202506,POP,Number ('000),585,p
,Total,55-59,55 - 59,H,202506,POP,Number ('000),567.7,p
,Total,60-64,60 - 64,H,202506,POP,Number ('000),635.4,p
,Total,65-69,65 - 69,H,202506,POP,Number ('000),601,p
,Total,70-74,70 - 74,H,202506,POP,Number ('000),460,p
,Total,75-79,75 - 79,H,202506,POP,Number ('000),325,p
,Total,80-84,80 - 84,H,202506,POP,Number ('000),157.9,p
,Total,85+,≥85,H,202506,POP,Number ('000),252.6,p
F,Female,,Total,H,202506,POP,Number ('000),4107.6,p
F,Female,0-4,0 - 4,H,202506,POP,Number ('000),84.3,p
F,Female,10-14,10 - 14,H,202506,POP,Number ('000),143.4,p
F,Female,15-19,15 - 19,H,202506,POP,Number ('000),131,p
F,Female,20-24,20 - 24,H,202506,POP,Number ('000),145.4,p
F,Female,25-29,25 - 29,H,202506,POP,Number ('000),206.6,p
F,Female,30-34,30 - 34,H,202506,POP,Number ('000),280.4,p
F,Female,35-39,35 - 39,H,202506,POP,Number ('000),329.2,p
F,Female,40-44,40 - 44,H,202506,POP,Number ('000),365.4,p
F,Female,45-49,45 - 49,H,202506,POP,Number ('000),338.2,p
F,Female,5-9,5 - 9,H,202506,POP,Number ('000),122.2,p
F,Female,50-54,50 - 54,H,202506,POP,Number ('000),339.2,p
F,Female,55-59,55 - 59,H,202506,POP,Number ('000),321.9,p
F,Female,60-64,60 - 64,H,202506,POP,Number ('000),345.4,p
F,Female,65-69,65 - 69,H,202506,POP,Number ('000),309.3,p
F,Female,70-74,70 - 74,H,202506,POP,Number ('000),239.9,p
F,Female,75-79,75 - 79,H,202506,POP,Number ('000),169.3,p
F,Female,80-84,80 - 84,H,202506,POP,Number ('000),83.2,p
F,Female,85+,≥85,H,202506,POP,Number ('000),153.3,p
M,Male,,Total,H,202506,POP,Number ('000),3419.9,p
M,Male,0-4,0 - 4,H,202506,POP,Number ('000),90.8,p
M,Male,10-14,10 - 14,H,202506,POP,Number ('000),153.5,p
M,Male,15-19,15 - 19,H,202506,POP,Number ('000),140.6,p
M,Male,20-24,20 - 24,H,202506,POP,Number ('000),145.8,p
M,Male,25-29,25 - 29,H,202506,POP,Number ('000),189.8,p
M,Male,30-34,30 - 34,H,202506,POP,Number ('000),229.2,p
M,Male,35-39,35 - 39,H,202506,POP,Number ('000),239.3,p
M,Male,40-44,40 - 44,H,202506,POP,Number ('000),244.1,p
M,Male,45-49,45 - 49,H,202506,POP,Number ('000),233.8,p
M,Male,5-9,5 - 9,H,202506,POP,Number ('000),129.9,p
M,Male,50-54,50 - 54,H,202506,POP,Number ('000),245.8,p
M,Male,55-59,55 - 59,H,202506,POP,Number ('000),245.8,p
M,Male,60-64,60 - 64,H,202506,POP,Number ('000),290,p
M,Male,65-69,65 - 69,H,202506,POP,Number ('000),291.7,p
M,Male,70-74,70 - 74,H,202506,POP,Number ('000),220.1,p
M,Male,75-79,75 - 79,H,202506,POP,Number ('000),155.7,p
M,Male,80-84,80 - 84,H,202506,POP,Number ('000),74.7,p
M,Male,85+,≥85,H,202506,POP,Number ('000),99.3,p
,Total,,Total,H,196106,POP,% of total population,100,
,Total,0-4,0 - 4,H,196106,POP,% of total population,16.7,
,Total,10-14,10 - 14,H,196106,POP,% of total population,10.1,
,Total,15-19,15 - 19,H,196106,POP,% of total population,5.9,
,Total,20-24,20 - 24,H,196106,POP,% of total population,6.1,
,Total,25-29,25 - 29,H,196106,POP,% of total population,7.8,
,Total,30-34,30 - 34,H,196106,POP,% of total population,8.2,
,Total,35-39,35 - 39,H,196106,POP,% of total population,7.2,
,Total,40-44,40 - 44,H,196106,POP,% of total population,6.4,
,Total,45-49,45 - 49,H,196106,POP,% of total population,5.3,
,Total,5-9,5 - 9,H,196106,POP,% of total population,13.7,
,Total,50-54,50 - 54,H,196106,POP,% of total population,4.2,
,Total,55-59,55 - 59,H,196106,POP,% of total population,2.9,
,Total,60-64,60 - 64,H,196106,POP,% of total population,2.2,
,Total,65-69,65 - 69,H,196106,POP,% of total population,1.4,
,Total,70-74,70 - 74,H,196106,POP,% of total population,0.9,
,Total,75-79,75 - 79,H,196106,POP,% of total population,0.5,
,Total,80-84,80 - 84,H,196106,POP,% of total population,0.2,
,Total,85+,≥85,H,196106,POP,% of total population,0.1,
F,Female,,Total,H,196106,POP,% of total population,49.9,
F,Female,0-4,0 - 4,H,196106,POP,% of total population,8.2,
F,Female,10-14,10 - 14,H,196106,POP,% of total population,5.1,
F,Female,15-19,15 - 19,H,196106,POP,% of total population,2.9,
F,Female,20-24,20 - 24,H,196106,POP,% of total population,2.9,
F,Female,25-29,25 - 29,H,196106,POP,% of total population,3.7,
F,Female,30-34,30 - 34,H,196106,POP,% of total population,3.9,
F,Female,35-39,35 - 39,H,196106,POP,% of total population,3.5,
F,Female,40-44,40 - 44,H,196106,POP,% of total population,3.1,
F,Female,45-49,45 - 49,H,196106,POP,% of total population,2.6,
F,Female,5-9,5 - 9,H,196106,POP,% of total population,6.7,
F,Female,50-54,50 - 54,H,196106,POP,% of total population,2.2,
F,Female,55-59,55 - 59,H,196106,POP,% of total population,1.7,
F,Female,60-64,60 - 64,H,196106,POP,% of total population,1.4,
F,Female,65-69,65 - 69,H,196106,POP,% of total population,1,
F,Female,70-74,70 - 74,H,196106,POP,% of total population,0.6,
F,Female,75-79,75 - 79,H,196106,POP,% of total population,0.3,
F,Female,80-84,80 - 84,H,196106,POP,% of total population,0.2,
F,Female,85+,≥85,H,196106,POP,% of total population,0.1,
M,Male,,Total,H,196106,POP,% of total population,50.1,
M,Male,0-4,0 - 4,H,196106,POP,% of total population,8.5,
M,Male,10-14,10 - 14,H,196106,POP,% of total population,5.1,
M,Male,15-19,15 - 19,H,196106,POP,% of total population,3,
M,Male,20-24,20 - 24,H,196106,POP,% of total population,3.2,
M,Male,25-29,25 - 29,H,196106,POP,% of total population,4.1,
M,Male,30-34,30 - 34,H,196106,POP,% of total population,4.3,
M,Male,35-39,35 - 39,H,196106,POP,% of total population,3.8,
M,Male,40-44,40 - 44,H,196106,POP,% of total population,3.4,
M,Male,45-49,45 - 49,H,196106,POP,% of total population,2.7,
M,Male,5-9,5 - 9,H,196106,POP,% of total population,7,
M,Male,50-54,50 - 54,H,196106,POP,% of total population,2,
M,Male,55-59,55 - 59,H,196106,POP,% of total population,1.2,
M,Male,60-64,60 - 64,H,196106,POP,% of total population,0.8,
M,Male,65-69,65 - 69,H,196106,POP,% of total population,0.5,
M,Male,70-74,70 - 74,H,196106,POP,% of total population,0.3,
M,Male,75-79,75 - 79,H,196106,POP,% of total population,0.1,
M,Male,80-84,80 - 84,H,196106,POP,% of total population,0.1,
M,Male,85+,≥85,H,196106,POP,% of total population,0,[-φ32]
,Total,,Total,H,196112,POP,% of total population,100,
F,Female,,Total,H,196112,POP,% of total population,,N.A.
M,Male,,Total,H,196112,POP,% of total population,,N.A.
,Total,,Total,H,196206,POP,% of total population,100,
,Total,0-4,0 - 4,H,196206,POP,% of total population,16.2,
,Total,10-14,10 - 14,H,196206,POP,% of total population,10.7,
,Total,15-19,15 - 19,H,196206,POP,% of total population,6.4,
,Total,20-24,20 - 24,H,196206,POP,% of total population,6,
,Total,25-29,25 - 29,H,196206,POP,% of total population,7.4,
,Total,30-34,30 - 34,H,196206,POP,% of total population,8,
,Total,35-39,35 - 39,H,196206,POP,% of total population,7.1,
,Total,40-44,40 - 44,H,196206,POP,% of total population,6.4,
,Total,45-49,45 - 49,H,196206,POP,% of total population,5,
,Total,5-9,5 - 9,H,196206,POP,% of total population,14.1,
,Total,50-54,50 - 54,H,196206,POP,% of total population,4.3,
,Total,55-59,55 - 59,H,196206,POP,% of total population,2.9,
,Total,60-64,60 - 64,H,196206,POP,% of total population,2.3,
,Total,65-69,65 - 69,H,196206,POP,% of total population,1.5,
,Total,70-74,70 - 74,H,196206,POP,% of total population,1,
,Total,75-79,75 - 79,H,196206,POP,% of total population,0.5,
,Total,80-84,80 - 84,H,196206,POP,% of total population,0.2,
,Total,85+,≥85,H,196206,POP,% of total population,0.1,
F,Female,,Total,H,196206,POP,% of total population,49.6,
F,Female,0-4,0 - 4,H,196206,POP,% of total population,8,
F,Female,10-14,10 - 14,H,196206,POP,% of total population,5.3,
F,Female,15-19,15 - 19,H,196206,POP,% of total population,3.1,
F,Female,20-24,20 - 24,H,196206,POP,% of total population,2.7,
F,Female,25-29,25 - 29,H,196206,POP,% of total population,3.5,
F,Female,30-34,30 - 34,H,196206,POP,% of total population,3.8,
F,Female,35-39,35 - 39,H,196206,POP,% of total population,3.4,
F,Female,40-44,40 - 44,H,196206,POP,% of total population,3,
F,Female,45-49,45 - 49,H,196206,POP,% of total population,2.6,
F,Female,5-9,5 - 9,H,196206,POP,% of total population,6.7,
F,Female,50-54,50 - 54,H,196206,POP,% of total population,2.2,
F,Female,55-59,55 - 59,H,196206,POP,% of total population,1.7,
F,Female,60-64,60 - 64,H,196206,POP,% of total population,1.4,
F,Female,65-69,65 - 69,H,196206,POP,% of total population,1,
F,Female,70-74,70 - 74,H,196206,POP,% of total population,0.6,
F,Female,75-79,75 - 79,H,196206,POP,% of total population,0.3,
F,Female,80-84,80 - 84,H,196206,POP,% of total population,0.2,
F,Female,85+,≥85,H,196206,POP,% of total population,0.1,
M,Male,,Total,H,196206,POP,% of total population,50.4,
M,Male,0-4,0 - 4,H,196206,POP,% of total population,8.2,
M,Male,10-14,10 - 14,H,196206,POP,% of total population,5.4,
M,Male,15-19,15 - 19,H,196206,POP,% of total population,3.4,
M,Male,20-24,20 - 24,H,196206,POP,% of total population,3.3,
M,Male,25-29,25 - 29,H,196206,POP,% of total population,3.9,
M,Male,30-34,30 - 34,H,196206,POP,% of total population,4.2,
M,Male,35-39,35 - 39,H,196206,POP,% of total population,3.7,
M,Male,40-44,40 - 44,H,196206,POP,% of total population,3.3,
M,Male,45-49,45 - 49,H,196206,POP,% of total population,2.4,
M,Male,5-9,5 - 9,H,196206,POP,% of total population,7.4,
M,Male,50-54,50 - 54,H,196206,POP,% of total population,2.1,
M,Male,55-59,55 - 59,H,196206,POP,% of total population,1.3,
M,Male,60-64,60 - 64,H,196206,POP,% of total population,0.9,
M,Male,65-69,65 - 69,H,196206,POP,% of total population,0.5,
M,Male,70-74,70 - 74,H,196206,POP,% of total population,0.3,
M,Male,75-79,75 - 79,H,196206,POP,% of total population,0.1,
M,Male,80-84,80 - 84,H,196206,POP,% of total population,0.1,
M,Male,85+,≥85,H,196206,POP,% of total population,0,[-φ32]
,Total,,Total,H,196212,POP,% of total population,100,
F,Female,,Total,H,196212,POP,% of total population,,N.A.
M,Male,,Total,H,196212,POP,% of total population,,N.A.
,Total,,Total,H,196306,POP,% of total population,100,
,Total,0-4,0 - 4,H,196306,POP,% of total population,15.8,
,Total,10-14,10 - 14,H,196306,POP,% of total population,11.1,
,Total,15-19,15 - 19,H,196306,POP,% of total population,7,
,Total,20-24,20 - 24,H,196306,POP,% of total population,5.8,
,Total,25-29,25 - 29,H,196306,POP,% of total population,6.9,
,Total,30-34,30 - 34,H,196306,POP,% of total population,7.7,
,Total,35-39,35 - 39,H,196306,POP,% of total population,7.1,
,Total,40-44,40 - 44,H,196306,POP,% of total population,6.3,
,Total,45-49,45 - 49,H,196306,POP,% of total population,5.3,
,Total,5-9,5 - 9,H,196306,POP,% of total population,14,
,Total,50-54,50 - 54,H,196306,POP,% of total population,4.3,
,Total,55-59,55 - 59,H,196306,POP,% of total population,3,
,Total,60-64,60 - 64,H,196306,POP,% of total population,2.3,
,Total,65-69,65 - 69,H,196306,POP,% of total population,1.5,
,Total,70-74,70 - 74,H,196306,POP,% of total population,1,
,Total,75-79,75 - 79,H,196306,POP,% of total population,0.5,
,Total,80-84,80 - 84,H,196306,POP,% of total population,0.2,
,Total,85+,≥85,H,196306,POP,% of total population,0.1,
F,Female,,Total,H,196306,POP,% of total population,49.4,
F,Female,0-4,0 - 4,H,196306,POP,% of total population,7.8,
F,Female,10-14,10 - 14,H,196306,POP,% of total population,5.5,
F,Female,15-19,15 - 19,H,196306,POP,% of total population,3.4,
F,Female,20-24,20 - 24,H,196306,POP,% of total population,2.6,
F,Female,25-29,25 - 29,H,196306,POP,% of total population,3.2,
F,Female,30-34,30 - 34,H,196306,POP,% of total population,3.7,
F,Female,35-39,35 - 39,H,196306,POP,% of total population,3.4,
F,Female,40-44,40 - 44,H,196306,POP,% of total population,3,
F,Female,45-49,45 - 49,H,196306,POP,% of total population,2.6,
F,Female,5-9,5 - 9,H,196306,POP,% of total population,6.8,
F,Female,50-54,50 - 54,H,196306,POP,% of total population,2.2,
F,Female,55-59,55 - 59,H,196306,POP,% of total population,1.7,
F,Female,60-64,60 - 64,H,196306,POP,% of total population,1.4,
F,Female,65-69,65 - 69,H,196306,POP,% of total population,1,
F,Female,70-74,70 - 74,H,196306,POP,% of total population,0.7,
F,Female,75-79,75 - 79,H,196306,POP,% of total population,0.4,
F,Female,80-84,80 - 84,H,196306,POP,% of total population,0.2,
F,Female,85+,≥85,H,196306,POP,% of total population,0.1,
M,Male,,Total,H,196306,POP,% of total population,50.6,
M,Male,0-4,0 - 4,H,196306,POP,% of total population,8.1,
M,Male,10-14,10 - 14,H,196306,POP,% of total population,5.6,
M,Male,15-19,15 - 19,H,196306,POP,% of total population,3.6,
M,Male,20-24,20 - 24,H,196306,POP,% of total population,3.2,
M,Male,25-29,25 - 29,H,196306,POP,% of total population,3.7,
M,Male,30-34,30 - 34,H,196306,POP,% of total population,4.1,
M,Male,35-39,35 - 39,H,196306,POP,% of total population,3.7,
M,Male,40-44,40 - 44,H,196306,POP,% of total population,3.3,
M,Male,45-49,45 - 49,H,196306,POP,% of total population,2.7,
M,Male,5-9,5 - 9,H,196306,POP,% of total population,7.2,
M,Male,50-54,50 - 54,H,196306,POP,% of total population,2.1,
M,Male,55-59,55 - 59,H,196306,POP,% of total population,1.3,
M,Male,60-64,60 - 64,H,196306,POP,% of total population,0.9,
M,Male,65-69,65 - 69,H,196306,POP,% of total population,0.5,
M,Male,70-74,70 - 74,H,196306,POP,% of total population,0.3,
M,Male,75-79,75 - 79,H,196306,POP,% of total population,0.1,
M,Male,80-84,80 - 84,H,196306,POP,% of total population,0.1,
M,Male,85+,≥85,H,196306,POP,% of total population,0,[-φ32]
,Total,,Total,H,196312,POP,% of total population,100,
F,Female,,Total,H,196312,POP,% of total population,,N.A.
M,Male,,Total,H,196312,POP,% of total population,,N.A.
,Total,,Total,H,196406,POP,% of total population,100,
,Total,0-4,0 - 4,H,196406,POP,% of total population,15.4,
,Total,10-14,10 - 14,H,196406,POP,% of total population,11.4,
,Total,15-19,15 - 19,H,196406,POP,% of total population,7.6,
,Total,20-24,20 - 24,H,196406,POP,% of total population,5.5,
,Total,25-29,25 - 29,H,196406,POP,% of total population,6.4,
,Total,30-34,30 - 34,H,196406,POP,% of total population,7.4,
,Total,35-39,35 - 39,H,196406,POP,% of total population,7.1,
,Total,40-44,40 - 44,H,196406,POP,% of total population,6.2,
,Total,45-49,45 - 49,H,196406,POP,% of total population,5.3,
,Total,5-9,5 - 9,H,196406,POP,% of total population,14.2,
,Total,50-54,50 - 54,H,196406,POP,% of total population,4.4,
,Total,55-59,55 - 59,H,196406,POP,% of total population,3.2,
,Total,60-64,60 - 64,H,196406,POP,% of total population,2.3,
,Total,65-69,65 - 69,H,196406,POP,% of total population,1.6,
,Total,70-74,70 - 74,H,196406,POP,% of total population,1,
,Total,75-79,75 - 79,H,196406,POP,% of total population,0.5,
,Total,80-84,80 - 84,H,196406,POP,% of total population,0.2,
,Total,85+,≥85,H,196406,POP,% of total population,0.1,
F,Female,,Total,H,196406,POP,% of total population,49.5,
F,Female,0-4,0 - 4,H,196406,POP,% of total population,7.6,
F,Female,10-14,10 - 14,H,196406,POP,% of total population,5.6,
F,Female,15-19,15 - 19,H,196406,POP,% of total population,3.7,
F,Female,20-24,20 - 24,H,196406,POP,% of total population,2.5,
F,Female,25-29,25 - 29,H,196406,POP,% of total population,3,
F,Female,30-34,30 - 34,H,196406,POP,% of total population,3.5,
F,Female,35-39,35 - 39,H,196406,POP,% of total population,3.4,
F,Female,40-44,40 - 44,H,196406,POP,% of total population,3,
F,Female,45-49,45 - 49,H,196406,POP,% of total population,2.6,
F,Female,5-9,5 - 9,H,196406,POP,% of total population,6.9,
F,Female,50-54,50 - 54,H,196406,POP,% of total population,2.2,
F,Female,55-59,55 - 59,H,196406,POP,% of total population,1.7,
F,Female,60-64,60 - 64,H,196406,POP,% of total population,1.4,
F,Female,65-69,65 - 69,H,196406,POP,% of total population,1,
F,Female,70-74,70 - 74,H,196406,POP,% of total population,0.7,
F,Female,75-79,75 - 79,H,196406,POP,% of total population,0.4,
F,Female,80-84,80 - 84,H,196406,POP,% of total population,0.2,
F,Female,85+,≥85,H,196406,POP,% of total population,0.1,
M,Male,,Total,H,196406,POP,% of total population,50.5,
M,Male,0-4,0 - 4,H,196406,POP,% of total population,7.9,
M,Male,10-14,10 - 14,H,196406,POP,% of total population,5.8,
M,Male,15-19,15 - 19,H,196406,POP,% of total population,3.9,
M,Male,20-24,20 - 24,H,196406,POP,% of total population,3,
M,Male,25-29,25 - 29,H,196406,POP,% of total population,3.4,
M,Male,30-34,30 - 34,H,196406,POP,% of total population,3.9,
M,Male,35-39,35 - 39,H,196406,POP,% of total population,3.7,
M,Male,40-44,40 - 44,H,196406,POP,% of total population,3.2,
M,Male,45-49,45 - 49,H,196406,POP,% of total population,2.8,
M,Male,5-9,5 - 9,H,196406,POP,% of total population,7.3,
M,Male,50-54,50 - 54,H,196406,POP,% of total population,2.2,
M,Male,55-59,55 - 59,H,196406,POP,% of total population,1.4,
M,Male,60-64,60 - 64,H,196406,POP,% of total population,0.9,
M,Male,65-69,65 - 69,H,196406,POP,% of total population,0.6,
M,Male,70-74,70 - 74,H,196406,POP,% of total population,0.3,
M,Male,75-79,75 - 79,H,196406,POP,% of total population,0.2,
M,Male,80-84,80 - 84,H,196406,POP,% of total population,0.1,
M,Male,85+,≥85,H,196406,POP,% of total population,0,[-φ32]
,Total,,Total,H,196412,POP,% of total population,100,
F,Female,,Total,H,196412,POP,% of total population,,N.A.
M,Male,,Total,H,196412,POP,% of total population,,N.A.
,Total,,Total,H,196506,POP,% of total population,100,
,Total,0-4,0 - 4,H,196506,POP,% of total population,14.8,
,Total,10-14,10 - 14,H,196506,POP,% of total population,11.6,
,Total,15-19,15 - 19,H,196506,POP,% of total population,8.3,
,Total,20-24,20 - 24,H,196506,POP,% of total population,5.5,
,Total,25-29,25 - 29,H,196506,POP,% of total population,6,
,Total,30-34,30 - 34,H,196506,POP,% of total population,7.1,
,Total,35-39,35 - 39,H,196506,POP,% of total population,7.1,
,Total,40-44,40 - 44,H,196506,POP,% of total population,6.2,
,Total,45-49,45 - 49,H,196506,POP,% of total population,5.4,
,Total,5-9,5 - 9,H,196506,POP,% of total population,14.3,
,Total,50-54,50 - 54,H,196506,POP,% of total population,4.4,
,Total,55-59,55 - 59,H,196506,POP,% of total population,3.3,
,Total,60-64,60 - 64,H,196506,POP,% of total population,2.3,
,Total,65-69,65 - 69,H,196506,POP,% of total population,1.7,
,Total,70-74,70 - 74,H,196506,POP,% of total population,1,
,Total,75-79,75 - 79,H,196506,POP,% of total population,0.6,
,Total,80-84,80 - 84,H,196506,POP,% of total population,0.2,
,Total,85+,≥85,H,196506,POP,% of total population,0.1,
F,Female,,Total,H,196506,POP,% of total population,49.5,
F,Female,0-4,0 - 4,H,196506,POP,% of total population,7.3,
F,Female,10-14,10 - 14,H,196506,POP,% of total population,5.7,
F,Female,15-19,15 - 19,H,196506,POP,% of total population,4.1,
F,Female,20-24,20 - 24,H,196506,POP,% of total population,2.5,
F,Female,25-29,25 - 29,H,196506,POP,% of total population,2.7,
F,Female,30-34,30 - 34,H,196506,POP,% of total population,3.4,
F,Female,35-39,35 - 39,H,196506,POP,% of total population,3.4,
F,Female,40-44,40 - 44,H,196506,POP,% of total population,3,
F,Female,45-49,45 - 49,H,196506,POP,% of total population,2.6,
F,Female,5-9,5 - 9,H,196506,POP,% of total population,7,
F,Female,50-54,50 - 54,H,196506,POP,% of total population,2.2,
F,Female,55-59,55 - 59,H,196506,POP,% of total population,1.8,
F,Female,60-64,60 - 64,H,196506,POP,% of total population,1.4,
F,Female,65-69,65 - 69,H,196506,POP,% of total population,1.1,
F,Female,70-74,70 - 74,H,196506,POP,% of total population,0.7,
F,Female,75-79,75 - 79,H,196506,POP,% of total population,0.4,
F,Female,80-84,80 - 84,H,196506,POP,% of total population,0.2,
F,Female,85+,≥85,H,196506,POP,% of total population,0.1,
M,Male,,Total,H,196506,POP,% of total population,50.5,
M,Male,0-4,0 - 4,H,196506,POP,% of total population,7.6,
M,Male,10-14,10 - 14,H,196506,POP,% of total population,5.9,
M,Male,15-19,15 - 19,H,196506,POP,% of total population,4.2,
M,Male,20-24,20 - 24,H,196506,POP,% of total population,3,
M,Male,25-29,25 - 29,H,196506,POP,% of total population,3.2,
M,Male,30-34,30 - 34,H,196506,POP,% of total population,3.7,
M,Male,35-39,35 - 39,H,196506,POP,% of total population,3.7,
M,Male,40-44,40 - 44,H,196506,POP,% of total population,3.2,
M,Male,45-49,45 - 49,H,196506,POP,% of total population,2.8,
M,Male,5-9,5 - 9,H,196506,POP,% of total population,7.3,
M,Male,50-54,50 - 54,H,196506,POP,% of total population,2.2,
M,Male,55-59,55 - 59,H,196506,POP,% of total population,1.5,
M,Male,60-64,60 - 64,H,196506,POP,% of total population,0.9,
M,Male,65-69,65 - 69,H,196506,POP,% of total population,0.6,
M,Male,70-74,70 - 74,H,196506,POP,% of total population,0.3,
M,Male,75-79,75 - 79,H,196506,POP,% of total population,0.2,
M,Male,80-84,80 - 84,H,196506,POP,% of total population,0.1,
M,Male,85+,≥85,H,196506,POP,% of total population,0,[-φ32]
,Total,,Total,H,196512,POP,% of total population,100,
F,Female,,Total,H,196512,POP,% of total population,,N.A.
M,Male,,Total,H,196512,POP,% of total population,,N.A.
,Total,,Total,H,196606,POP,% of total population,100,
,Total,0-4,0 - 4,H,196606,POP,% of total population,14.2,
,Total,10-14,10 - 14,H,196606,POP,% of total population,12.1,
,Total,15-19,15 - 19,H,196606,POP,% of total population,9,
,Total,20-24,20 - 24,H,196606,POP,% of total population,5.3,
,Total,25-29,25 - 29,H,196606,POP,% of total population,5.5,
,Total,30-34,30 - 34,H,196606,POP,% of total population,6.7,
,Total,35-39,35 - 39,H,196606,POP,% of total population,7,
,Total,40-44,40 - 44,H,196606,POP,% of total population,6.1,
,Total,45-49,45 - 49,H,196606,POP,% of total population,5.4,
,Total,5-9,5 - 9,H,196606,POP,% of total population,14.6,
,Total,50-54,50 - 54,H,196606,POP,% of total population,4.4,
,Total,55-59,55 - 59,H,196606,POP,% of total population,3.5,
,Total,60-64,60 - 64,H,196606,POP,% of total population,2.3,
,Total,65-69,65 - 69,H,196606,POP,% of total population,1.7,
,Total,70-74,70 - 74,H,196606,POP,% of total population,1,
,Total,75-79,75 - 79,H,196606,POP,% of total population,0.6,
,Total,80-84,80 - 84,H,196606,POP,% of total population,0.3,
,Total,85+,≥85,H,196606,POP,% of total population,0.2,
F,Female,,Total,H,196606,POP,% of total population,49.9,
F,Female,0-4,0 - 4,H,196606,POP,% of total population,7,
F,Female,10-14,10 - 14,H,196606,POP,% of total population,5.9,
F,Female,15-19,15 - 19,H,196606,POP,% of total population,4.5,
F,Female,20-24,20 - 24,H,196606,POP,% of total population,2.5,
F,Female,25-29,25 - 29,H,196606,POP,% of total population,2.6,
F,Female,30-34,30 - 34,H,196606,POP,% of total population,3.2,
F,Female,35-39,35 - 39,H,196606,POP,% of total population,3.4,
F,Female,40-44,40 - 44,H,196606,POP,% of total population,3,
F,Female,45-49,45 - 49,H,196606,POP,% of total population,2.6,
F,Female,5-9,5 - 9,H,196606,POP,% of total population,7.1,
F,Female,50-54,50 - 54,H,196606,POP,% of total population,2.2,
F,Female,55-59,55 - 59,H,196606,POP,% of total population,1.9,
F,Female,60-64,60 - 64,H,196606,POP,% of total population,1.4,
F,Female,65-69,65 - 69,H,196606,POP,% of total population,1.1,
F,Female,70-74,70 - 74,H,196606,POP,% of total population,0.7,
F,Female,75-79,75 - 79,H,196606,POP,% of total population,0.4,
F,Female,80-84,80 - 84,H,196606,POP,% of total population,0.2,
F,Female,85+,≥85,H,196606,POP,% of total population,0.1,
M,Male,,Total,H,196606,POP,% of total population,50.1,
M,Male,0-4,0 - 4,H,196606,POP,% of total population,7.3,
M,Male,10-14,10 - 14,H,196606,POP,% of total population,6.2,
M,Male,15-19,15 - 19,H,196606,POP,% of total population,4.5,
M,Male,20-24,20 - 24,H,196606,POP,% of total population,2.8,
M,Male,25-29,25 - 29,H,196606,POP,% of total population,2.9,
M,Male,30-34,30 - 34,H,196606,POP,% of total population,3.5,
M,Male,35-39,35 - 39,H,196606,POP,% of total population,3.6,
M,Male,40-44,40 - 44,H,196606,POP,% of total population,3.1,
M,Male,45-49,45 - 49,H,196606,POP,% of total population,2.8,
M,Male,5-9,5 - 9,H,196606,POP,% of total population,7.5,
M,Male,50-54,50 - 54,H,196606,POP,% of total population,2.2,
M,Male,55-59,55 - 59,H,196606,POP,% of total population,1.6,
M,Male,60-64,60 - 64,H,196606,POP,% of total population,0.9,
M,Male,65-69,65 - 69,H,196606,POP,% of total population,0.6,
M,Male,70-74,70 - 74,H,196606,POP,% of total population,0.3,
M,Male,75-79,75 - 79,H,196606,POP,% of total population,0.2,
M,Male,80-84,80 - 84,H,196606,POP,% of total population,0.1,
M,Male,85+,≥85,H,196606,POP,% of total population,0,[-φ32]
,Total,,Total,H,196612,POP,% of total population,100,
F,Female,,Total,H,196612,POP,% of total population,,N.A.
M,Male,,Total,H,196612,POP,% of total population,,N.A.
,Total,,Total,H,196706,POP,% of total population,100,
,Total,0-4,0 - 4,H,196706,POP,% of total population,13.2,
,Total,10-14,10 - 14,H,196706,POP,% of total population,12.3,
,Total,15-19,15 - 19,H,196706,POP,% of total population,9.6,
,Total,20-24,20 - 24,H,196706,POP,% of total population,5.8,
,Total,25-29,25 - 29,H,196706,POP,% of total population,5.3,
