kmb_route,citybus_route,kmb_orig_en,kmb_dest_en,citybus_orig_en,citybus_dest_en,origin_match,dest_match,cross_match,match_type
900,980A,WAN CHAI (HKCEC),PAK SHEK KOK,Shek Mun Estate,Wan Chai,False,False,True,name_similarity
900,980X,WAN CHAI (HKCEC),PAK SHEK KOK,Ma On Shan (Wu Kai Sha Station),Wan Chai,False,False,True,name_similarity
900,981P,WAN CHAI (HKCEC),PAK SHEK KOK,Ma On Shan (Yiu On Estate),Wan Chai,False,False,True,name_similarity
900,982X,WAN CHAI (HKCEC),PAK SHEK KOK,Sha Tin (Yu Chui Court),Wan Chai,False,False,True,name_similarity
900X,582,PAK SHEK KOK,WAN CHAI (HKCEC),Pak Shek Kok (Via University Station),Sai Sha and Shap Sze Heung,True,False,False,name_similarity
900X,907C,PAK SHEK KOK,WAN CHAI (HKCEC),Tai Po (Fu Tip),Wan Chai (HKCEC),False,True,False,name_similarity
900X,969B,PAK SHEK KOK,WAN CHAI (HKCEC),Tin Shui Wai Town Centre,Wan Chai,False,True,False,name_similarity
900X,980A,PAK SHEK KOK,WAN CHAI (HKCEC),Shek Mun Estate,Wan Chai,False,True,False,name_similarity
900X,980X,PAK SHEK KOK,WAN CHAI (HKCEC),Ma On Shan (Wu Kai Sha Station),Wan Chai,False,True,False,name_similarity
900X,981P,PAK SHEK KOK,WAN CHAI (HKCEC),Ma On Shan (Yiu On Estate),Wan Chai,False,True,False,name_similarity
900X,982X,PAK SHEK KOK,WAN CHAI (HKCEC),Sha Tin (Yu Chui Court),Wan Chai,False,True,False,name_similarity
904,171,LAI CHI KOK,KENNEDY TOWN (BELCHER BAY),South Horizons,Lai Chi Kok,False,False,True,name_similarity
904,171A,LAI CHI KOK,KENNEDY TOWN (BELCHER BAY),Lei Tung Estate,Lai Chi Kok,False,False,True,name_similarity
904,171P,LAI CHI KOK,KENNEDY TOWN (BELCHER BAY),South Horizons,Lai Chi Kok,False,False,True,name_similarity
904,18,LAI CHI KOK,KENNEDY TOWN (BELCHER BAY),North Point (Healthy Street Central),Kennedy Town (Belcher Bay) / Sheung Wan,False,True,False,name_similarity
904,18X,LAI CHI KOK,KENNEDY TOWN (BELCHER BAY),Shau Kei Wan,Kennedy Town (Belcher Bay),False,True,False,name_similarity
904,43R,LAI CHI KOK,KENNEDY TOWN (BELCHER BAY),Kennedy Town Station,Kennedy Town,False,True,False,name_similarity
904,88X,LAI CHI KOK,KENNEDY TOWN (BELCHER BAY),Siu Sai Wan (Island Resort),Kennedy Town (Belcher Bay),False,True,False,name_similarity
904,904,LAI CHI KOK,KENNEDY TOWN (BELCHER BAY),Kennedy Town (Belcher Bay),Lai Chi Kok,False,False,True,name_similarity
904,905,LAI CHI KOK,KENNEDY TOWN (BELCHER BAY),Exhibition Centre Station,Lai Chi Kok,False,False,True,name_similarity
904,905A,LAI CHI KOK,KENNEDY TOWN (BELCHER BAY),Exhibition Centre Station,Lai Chi Kok,False,False,True,name_similarity
904,905P,LAI CHI KOK,KENNEDY TOWN (BELCHER BAY),Lai Chi Kok,Wan Chai (Harbour Road),True,False,False,name_similarity
904,N171,LAI CHI KOK,KENNEDY TOWN (BELCHER BAY),Ap Lei Chau Estate,Lai Chi Kok,False,False,True,name_similarity
904,N8X,LAI CHI KOK,KENNEDY TOWN (BELCHER BAY),Siu Sai Wan (Island Resort),Kennedy Town,False,True,False,name_similarity
904,10,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Kennedy Town,North Point Ferry Pier,True,False,False,name_similarity
904,101,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Kennedy Town,Kwun Tong (Yue Man Square),True,False,False,name_similarity
904,101X,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Kennedy Town,Kwun Tong (Yue Man Square),True,False,False,name_similarity
904,104,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Kennedy Town,Pak Tin Estate,True,False,False,name_similarity
904,113,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Kennedy Town (Belcher Bay),Choi Hung,True,False,False,name_similarity
904,171,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,South Horizons,Lai Chi Kok,False,True,False,name_similarity
904,171A,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Lei Tung Estate,Lai Chi Kok,False,True,False,name_similarity
904,171P,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,South Horizons,Lai Chi Kok,False,True,False,name_similarity
904,18,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,North Point (Healthy Street Central),Kennedy Town (Belcher Bay) / Sheung Wan,False,False,True,name_similarity
904,18P,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Kennedy Town (Belcher Bay),North Point (Healthy Street Central),True,False,False,name_similarity
904,18X,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Shau Kei Wan,Kennedy Town (Belcher Bay),False,False,True,name_similarity
904,43R,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Kennedy Town Station,Kennedy Town,False,False,True,name_similarity
904,47P,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Kennedy Town (Belcher Bay),Wong Chuk Hang,True,False,False,name_similarity
904,5X,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Kennedy Town,Causeway Bay (Whitfield Road),True,False,False,name_similarity
904,88X,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Siu Sai Wan (Island Resort),Kennedy Town (Belcher Bay),False,False,True,name_similarity
904,904,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Kennedy Town (Belcher Bay),Lai Chi Kok,True,True,False,name_similarity
904,905,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Exhibition Centre Station,Lai Chi Kok,False,True,False,name_similarity
904,905A,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Exhibition Centre Station,Lai Chi Kok,False,True,False,name_similarity
904,N171,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Ap Lei Chau Estate,Lai Chi Kok,False,True,False,name_similarity
904,N8X,KENNEDY TOWN (BELCHER BAY),LAI CHI KOK,Siu Sai Wan (Island Resort),Kennedy Town,False,False,True,name_similarity
905,171,LAI CHI KOK,EXHIBITION CENTRE STATION,South Horizons,Lai Chi Kok,False,False,True,name_similarity
905,171A,LAI CHI KOK,EXHIBITION CENTRE STATION,Lei Tung Estate,Lai Chi Kok,False,False,True,name_similarity
905,171P,LAI CHI KOK,EXHIBITION CENTRE STATION,South Horizons,Lai Chi Kok,False,False,True,name_similarity
905,2A,LAI CHI KOK,EXHIBITION CENTRE STATION,Yiu Tung Estate,Exhibition Centre Station,False,True,False,name_similarity
905,2X,LAI CHI KOK,EXHIBITION CENTRE STATION,Grand Promenade,Exhibition Centre Station,False,True,False,name_similarity
905,40,LAI CHI KOK,EXHIBITION CENTRE STATION,Wah Fu (North),Exhibition Centre Station,False,True,False,name_similarity
905,40M,LAI CHI KOK,EXHIBITION CENTRE STATION,Wah Fu (North),Exhibition Centre Station,False,True,False,name_similarity
905,8,LAI CHI KOK,EXHIBITION CENTRE STATION,Heng Fa Chuen,Exhibition Centre Station,False,True,False,name_similarity
905,8P,LAI CHI KOK,EXHIBITION CENTRE STATION,Siu Sai Wan (Island Resort),Exhibition Centre Station,False,True,False,name_similarity
905,904,LAI CHI KOK,EXHIBITION CENTRE STATION,Kennedy Town (Belcher Bay),Lai Chi Kok,False,False,True,name_similarity
905,905,LAI CHI KOK,EXHIBITION CENTRE STATION,Exhibition Centre Station,Lai Chi Kok,False,False,True,name_similarity
905,905A,LAI CHI KOK,EXHIBITION CENTRE STATION,Exhibition Centre Station,Lai Chi Kok,False,False,True,name_similarity
905,905P,LAI CHI KOK,EXHIBITION CENTRE STATION,Lai Chi Kok,Wan Chai (Harbour Road),True,False,False,name_similarity
905,930,LAI CHI KOK,EXHIBITION CENTRE STATION,Tsuen Wan (Discovery Park / Tsuen Wan West Station),Exhibition Centre Station,False,True,False,name_similarity
905,930A,LAI CHI KOK,EXHIBITION CENTRE STATION,Tsuen Wan West Station,Exhibition Centre Station,False,True,False,name_similarity
905,950,LAI CHI KOK,EXHIBITION CENTRE STATION,Tuen Mun (Ching Tin and Wo Tin),Exhibition Centre Station,False,True,False,name_similarity
905,N171,LAI CHI KOK,EXHIBITION CENTRE STATION,Ap Lei Chau Estate,Lai Chi Kok,False,False,True,name_similarity
905,171,EXHIBITION CENTRE STATION,LAI CHI KOK,South Horizons,Lai Chi Kok,False,True,False,name_similarity
905,171A,EXHIBITION CENTRE STATION,LAI CHI KOK,Lei Tung Estate,Lai Chi Kok,False,True,False,name_similarity
905,171P,EXHIBITION CENTRE STATION,LAI CHI KOK,South Horizons,Lai Chi Kok,False,True,False,name_similarity
905,1M,EXHIBITION CENTRE STATION,LAI CHI KOK,Exhibition Centre Station,Happy Valley / Wong Nai Chung Gap,True,False,False,name_similarity
905,25A,EXHIBITION CENTRE STATION,LAI CHI KOK,Exhibition Centre Station,Braemar Hill,True,False,False,name_similarity
905,2A,EXHIBITION CENTRE STATION,LAI CHI KOK,Yiu Tung Estate,Exhibition Centre Station,False,False,True,name_similarity
905,2X,EXHIBITION CENTRE STATION,LAI CHI KOK,Grand Promenade,Exhibition Centre Station,False,False,True,name_similarity
905,40,EXHIBITION CENTRE STATION,LAI CHI KOK,Wah Fu (North),Exhibition Centre Station,False,False,True,name_similarity
905,40M,EXHIBITION CENTRE STATION,LAI CHI KOK,Wah Fu (North),Exhibition Centre Station,False,False,True,name_similarity
905,8,EXHIBITION CENTRE STATION,LAI CHI KOK,Heng Fa Chuen,Exhibition Centre Station,False,False,True,name_similarity
905,8P,EXHIBITION CENTRE STATION,LAI CHI KOK,Siu Sai Wan (Island Resort),Exhibition Centre Station,False,False,True,name_similarity
905,904,EXHIBITION CENTRE STATION,LAI CHI KOK,Kennedy Town (Belcher Bay),Lai Chi Kok,False,True,False,name_similarity
905,905,EXHIBITION CENTRE STATION,LAI CHI KOK,Exhibition Centre Station,Lai Chi Kok,True,True,False,name_similarity
905,905A,EXHIBITION CENTRE STATION,LAI CHI KOK,Exhibition Centre Station,Lai Chi Kok,True,True,False,name_similarity
905,930,EXHIBITION CENTRE STATION,LAI CHI KOK,Tsuen Wan (Discovery Park / Tsuen Wan West Station),Exhibition Centre Station,False,False,True,name_similarity
905,930A,EXHIBITION CENTRE STATION,LAI CHI KOK,Tsuen Wan West Station,Exhibition Centre Station,False,False,True,name_similarity
905,950,EXHIBITION CENTRE STATION,LAI CHI KOK,Tuen Mun (Ching Tin and Wo Tin),Exhibition Centre Station,False,False,True,name_similarity
905,N171,EXHIBITION CENTRE STATION,LAI CHI KOK,Ap Lei Chau Estate,Lai Chi Kok,False,True,False,name_similarity
905A,171,EXHIBITION CENTRE STATION,LAI CHI KOK,South Horizons,Lai Chi Kok,False,True,False,name_similarity
905A,171A,EXHIBITION CENTRE STATION,LAI CHI KOK,Lei Tung Estate,Lai Chi Kok,False,True,False,name_similarity
905A,171P,EXHIBITION CENTRE STATION,LAI CHI KOK,South Horizons,Lai Chi Kok,False,True,False,name_similarity
905A,1M,EXHIBITION CENTRE STATION,LAI CHI KOK,Exhibition Centre Station,Happy Valley / Wong Nai Chung Gap,True,False,False,name_similarity
905A,25A,EXHIBITION CENTRE STATION,LAI CHI KOK,Exhibition Centre Station,Braemar Hill,True,False,False,name_similarity
905A,2A,EXHIBITION CENTRE STATION,LAI CHI KOK,Yiu Tung Estate,Exhibition Centre Station,False,False,True,name_similarity
905A,2X,EXHIBITION CENTRE STATION,LAI CHI KOK,Grand Promenade,Exhibition Centre Station,False,False,True,name_similarity
905A,40,EXHIBITION CENTRE STATION,LAI CHI KOK,Wah Fu (North),Exhibition Centre Station,False,False,True,name_similarity
905A,40M,EXHIBITION CENTRE STATION,LAI CHI KOK,Wah Fu (North),Exhibition Centre Station,False,False,True,name_similarity
905A,8,EXHIBITION CENTRE STATION,LAI CHI KOK,Heng Fa Chuen,Exhibition Centre Station,False,False,True,name_similarity
905A,8P,EXHIBITION CENTRE STATION,LAI CHI KOK,Siu Sai Wan (Island Resort),Exhibition Centre Station,False,False,True,name_similarity
905A,904,EXHIBITION CENTRE STATION,LAI CHI KOK,Kennedy Town (Belcher Bay),Lai Chi Kok,False,True,False,name_similarity
905A,905,EXHIBITION CENTRE STATION,LAI CHI KOK,Exhibition Centre Station,Lai Chi Kok,True,True,False,name_similarity
905A,905A,EXHIBITION CENTRE STATION,LAI CHI KOK,Exhibition Centre Station,Lai Chi Kok,True,True,False,name_similarity
905A,930,EXHIBITION CENTRE STATION,LAI CHI KOK,Tsuen Wan (Discovery Park / Tsuen Wan West Station),Exhibition Centre Station,False,False,True,name_similarity
905A,930A,EXHIBITION CENTRE STATION,LAI CHI KOK,Tsuen Wan West Station,Exhibition Centre Station,False,False,True,name_similarity
905A,950,EXHIBITION CENTRE STATION,LAI CHI KOK,Tuen Mun (Ching Tin and Wo Tin),Exhibition Centre Station,False,False,True,name_similarity
905A,N171,EXHIBITION CENTRE STATION,LAI CHI KOK,Ap Lei Chau Estate,Lai Chi Kok,False,True,False,name_similarity
905P,171,LAI CHI KOK,WAN CHAI (HARBOUR ROAD),South Horizons,Lai Chi Kok,False,False,True,name_similarity
905P,171A,LAI CHI KOK,WAN CHAI (HARBOUR ROAD),Lei Tung Estate,Lai Chi Kok,False,False,True,name_similarity
905P,171P,LAI CHI KOK,WAN CHAI (HARBOUR ROAD),South Horizons,Lai Chi Kok,False,False,True,name_similarity
905P,904,LAI CHI KOK,WAN CHAI (HARBOUR ROAD),Kennedy Town (Belcher Bay),Lai Chi Kok,False,False,True,name_similarity
905P,905,LAI CHI KOK,WAN CHAI (HARBOUR ROAD),Exhibition Centre Station,Lai Chi Kok,False,False,True,name_similarity
905P,905A,LAI CHI KOK,WAN CHAI (HARBOUR ROAD),Exhibition Centre Station,Lai Chi Kok,False,False,True,name_similarity
905P,905P,LAI CHI KOK,WAN CHAI (HARBOUR ROAD),Lai Chi Kok,Wan Chai (Harbour Road),True,True,False,name_similarity
905P,969B,LAI CHI KOK,WAN CHAI (HARBOUR ROAD),Tin Shui Wai Town Centre,Wan Chai,False,True,False,name_similarity
905P,980A,LAI CHI KOK,WAN CHAI (HARBOUR ROAD),Shek Mun Estate,Wan Chai,False,True,False,name_similarity
905P,980X,LAI CHI KOK,WAN CHAI (HARBOUR ROAD),Ma On Shan (Wu Kai Sha Station),Wan Chai,False,True,False,name_similarity
905P,981P,LAI CHI KOK,WAN CHAI (HARBOUR ROAD),Ma On Shan (Yiu On Estate),Wan Chai,False,True,False,name_similarity
905P,982X,LAI CHI KOK,WAN CHAI (HARBOUR ROAD),Sha Tin (Yu Chui Court),Wan Chai,False,True,False,name_similarity
905P,N171,LAI CHI KOK,WAN CHAI (HARBOUR ROAD),Ap Lei Chau Estate,Lai Chi Kok,False,False,True,name_similarity
905P,N8P,LAI CHI KOK,WAN CHAI (HARBOUR ROAD),Siu Sai Wan (Island Resort),Wan Chai (Harbour Road),False,True,False,name_similarity
907C,969B,FU TIP BUS TERMINUS,WAN CHAI (CONVENTION CENTRE),Tin Shui Wai Town Centre,Wan Chai,False,True,False,name_similarity
907C,980A,FU TIP BUS TERMINUS,WAN CHAI (CONVENTION CENTRE),Shek Mun Estate,Wan Chai,False,True,False,name_similarity
907C,980X,FU TIP BUS TERMINUS,WAN CHAI (CONVENTION CENTRE),Ma On Shan (Wu Kai Sha Station),Wan Chai,False,True,False,name_similarity
907C,981P,FU TIP BUS TERMINUS,WAN CHAI (CONVENTION CENTRE),Ma On Shan (Yiu On Estate),Wan Chai,False,True,False,name_similarity
907C,982X,FU TIP BUS TERMINUS,WAN CHAI (CONVENTION CENTRE),Sha Tin (Yu Chui Court),Wan Chai,False,True,False,name_similarity
907C,37B,ADMIRALTY STATION,FU TIP BUS TERMINUS,Chi Fu Fa Yuen,Admiralty,False,False,True,name_similarity
907C,37X,ADMIRALTY STATION,FU TIP BUS TERMINUS,Chi Fu Fa Yuen,Admiralty,False,False,True,name_similarity
907C,962A,ADMIRALTY STATION,FU TIP BUS TERMINUS,Tuen Mun (Yuet Wu Villa),Admiralty,False,False,True,name_similarity
907D,907D,TAI PO (TING TAI ROAD),SIU SAI WAN,Tai Po (Ting Tai Road),Siu Sai Wan Sports Ground,True,True,False,name_similarity
907D,976A,TAI PO (TING TAI ROAD),SIU SAI WAN,Lok Ma Chau (San Tin),Siu Sai Wan (Island Resort),False,True,False,name_similarity
907D,SP11,TAI PO (TING TAI ROAD),SIU SAI WAN,Kai Tak Sports Park,Siu Sai Wan (Island Resort),False,True,False,name_similarity
907D,X8,TAI PO (TING TAI ROAD),SIU SAI WAN,Happy Valley (Upper),Siu Sai Wan (Island Resort),False,True,False,name_similarity
907D,106,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Wong Tai Sin,True,False,False,name_similarity
907D,106P,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Wong Tai Sin,True,False,False,name_similarity
907D,118,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Cheung Sha Wan (Sham Mong Road),True,False,False,name_similarity
907D,118P,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Cheung Sha Wan (Sham Mong Road),True,False,False,name_similarity
907D,314,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Stanley (Beach / Market),True,False,False,name_similarity
907D,49X,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Cyberport,True,False,False,name_similarity
907D,606,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Choi Wan (Fung Shing Street),True,False,False,name_similarity
907D,606X,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Kowloon Bay,True,False,False,name_similarity
907D,608P,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Kai Tak,True,False,False,name_similarity
907D,694,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan Estate,Tiu Keng Leng Station,True,False,False,name_similarity
907D,694S,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan Estate,Tiu Keng Leng Station (via: LOHAS Park),True,False,False,name_similarity
907D,788,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Central (Macau Ferry),True,False,False,name_similarity
907D,789,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Admiralty (Rodney Street),True,False,False,name_similarity
907D,82,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),North Point Ferry Pier,True,False,False,name_similarity
907D,82S,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Yiu Tung (Wai Hang Street),True,False,False,name_similarity
907D,82X,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Quarry Bay,True,False,False,name_similarity
907D,85,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Braemar Hill / North Point,True,False,False,name_similarity
907D,85P,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Braemar Hill,True,False,False,name_similarity
907D,88X,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Kennedy Town (Belcher Bay),True,False,False,name_similarity
907D,8H,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Tung Wah Eastern Hospital,True,False,False,name_similarity
907D,8P,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Exhibition Centre Station,True,False,False,name_similarity
907D,8X,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Happy Valley (Upper),True,False,False,name_similarity
907D,907D,SIU SAI WAN,TAI PO (TING TAI ROAD),Tai Po (Ting Tai Road),Siu Sai Wan Sports Ground,False,False,True,name_similarity
907D,976A,SIU SAI WAN,TAI PO (TING TAI ROAD),Lok Ma Chau (San Tin),Siu Sai Wan (Island Resort),False,False,True,name_similarity
907D,A12,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Airport (via HZMB Hong Kong Port),True,False,False,name_similarity
907D,N118,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Cheung Sha Wan (Sham Mong Road),True,False,False,name_similarity
907D,N8P,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Wan Chai (Harbour Road),True,False,False,name_similarity
907D,N8X,SIU SAI WAN,TAI PO (TING TAI ROAD),Siu Sai Wan (Island Resort),Kennedy Town,True,False,False,name_similarity
907D,SP11,SIU SAI WAN,TAI PO (TING TAI ROAD),Kai Tak Sports Park,Siu Sai Wan (Island Resort),False,False,True,name_similarity
907D,X8,SIU SAI WAN,TAI PO (TING TAI ROAD),Happy Valley (Upper),Siu Sai Wan (Island Resort),False,False,True,name_similarity
914,701,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Hoi Lai Estate / Nam Cheong Station,Mong Kok,True,False,False,name_similarity
914,701S,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Hoi Lai Estate / Nam Cheong Station,Mong Kok,True,False,False,name_similarity
914,702,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Hoi Lai Estate / Nam Cheong Station,Kowloon Tong (Festival Walk),True,False,False,name_similarity
914,914,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Tin Hau Station,Hoi Lai Estate,False,False,True,name_similarity
914,914P,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Hoi Lai Estate,Tin Hau Station,True,False,False,name_similarity
914,914X,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Hoi Lai Estate,Tin Hau Station,True,False,False,name_similarity
914,971,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Aberdeen (Shek Pai Wan),Hoi Lai Estate,False,False,True,name_similarity
914,985,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Shatin (Mei Tin Estate),Causeway Bay,False,True,False,name_similarity
914,985A,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Shatin (Mei Tin Estate),Causeway Bay,False,True,False,name_similarity
914,985B,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Tin Sam Village,Causeway Bay,False,True,False,name_similarity
914,914,CAUSEWAY BAY (TIN HAU),HOI LAI ESTATE,Tin Hau Station,Hoi Lai Estate,False,True,False,name_similarity
914,971,CAUSEWAY BAY (TIN HAU),HOI LAI ESTATE,Aberdeen (Shek Pai Wan),Hoi Lai Estate,False,True,False,name_similarity
914,985,CAUSEWAY BAY (TIN HAU),HOI LAI ESTATE,Shatin (Mei Tin Estate),Causeway Bay,False,False,True,name_similarity
914,985A,CAUSEWAY BAY (TIN HAU),HOI LAI ESTATE,Shatin (Mei Tin Estate),Causeway Bay,False,False,True,name_similarity
914,985B,CAUSEWAY BAY (TIN HAU),HOI LAI ESTATE,Tin Sam Village,Causeway Bay,False,False,True,name_similarity
914P,701,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Hoi Lai Estate / Nam Cheong Station,Mong Kok,True,False,False,name_similarity
914P,701S,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Hoi Lai Estate / Nam Cheong Station,Mong Kok,True,False,False,name_similarity
914P,702,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Hoi Lai Estate / Nam Cheong Station,Kowloon Tong (Festival Walk),True,False,False,name_similarity
914P,914,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Tin Hau Station,Hoi Lai Estate,False,False,True,name_similarity
914P,914P,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Hoi Lai Estate,Tin Hau Station,True,False,False,name_similarity
914P,914X,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Hoi Lai Estate,Tin Hau Station,True,False,False,name_similarity
914P,971,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Aberdeen (Shek Pai Wan),Hoi Lai Estate,False,False,True,name_similarity
914P,985,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Shatin (Mei Tin Estate),Causeway Bay,False,True,False,name_similarity
914P,985A,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Shatin (Mei Tin Estate),Causeway Bay,False,True,False,name_similarity
914P,985B,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Tin Sam Village,Causeway Bay,False,True,False,name_similarity
914X,701,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Hoi Lai Estate / Nam Cheong Station,Mong Kok,True,False,False,name_similarity
914X,701S,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Hoi Lai Estate / Nam Cheong Station,Mong Kok,True,False,False,name_similarity
914X,702,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Hoi Lai Estate / Nam Cheong Station,Kowloon Tong (Festival Walk),True,False,False,name_similarity
914X,914,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Tin Hau Station,Hoi Lai Estate,False,False,True,name_similarity
914X,914P,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Hoi Lai Estate,Tin Hau Station,True,False,False,name_similarity
914X,914X,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Hoi Lai Estate,Tin Hau Station,True,False,False,name_similarity
914X,971,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Aberdeen (Shek Pai Wan),Hoi Lai Estate,False,False,True,name_similarity
914X,985,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Shatin (Mei Tin Estate),Causeway Bay,False,True,False,name_similarity
914X,985A,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Shatin (Mei Tin Estate),Causeway Bay,False,True,False,name_similarity
914X,985B,HOI LAI ESTATE,CAUSEWAY BAY (TIN HAU),Tin Sam Village,Causeway Bay,False,True,False,name_similarity
917,905P,FAN KAM ROAD,WAN CHAI,Lai Chi Kok,Wan Chai (Harbour Road),False,True,False,name_similarity
917,907C,FAN KAM ROAD,WAN CHAI,Tai Po (Fu Tip),Wan Chai (HKCEC),False,True,False,name_similarity
917,969B,FAN KAM ROAD,WAN CHAI,Tin Shui Wai Town Centre,Wan Chai,False,True,False,name_similarity
917,980A,FAN KAM ROAD,WAN CHAI,Shek Mun Estate,Wan Chai,False,True,False,name_similarity
917,980X,FAN KAM ROAD,WAN CHAI,Ma On Shan (Wu Kai Sha Station),Wan Chai,False,True,False,name_similarity
917,981P,FAN KAM ROAD,WAN CHAI,Ma On Shan (Yiu On Estate),Wan Chai,False,True,False,name_similarity
917,982X,FAN KAM ROAD,WAN CHAI,Sha Tin (Yu Chui Court),Wan Chai,False,True,False,name_similarity
917,N8P,FAN KAM ROAD,WAN CHAI,Siu Sai Wan (Island Resort),Wan Chai (Harbour Road),False,True,False,name_similarity
917,15B,WAN CHAI,FAN KAM ROAD,Wan Chai (HKCEC Extension),The Peak,True,False,False,name_similarity
917,905P,WAN CHAI,FAN KAM ROAD,Lai Chi Kok,Wan Chai (Harbour Road),False,False,True,name_similarity
917,907C,WAN CHAI,FAN KAM ROAD,Tai Po (Fu Tip),Wan Chai (HKCEC),False,False,True,name_similarity
917,969B,WAN CHAI,FAN KAM ROAD,Tin Shui Wai Town Centre,Wan Chai,False,False,True,name_similarity
917,980A,WAN CHAI,FAN KAM ROAD,Shek Mun Estate,Wan Chai,False,False,True,name_similarity
917,980X,WAN CHAI,FAN KAM ROAD,Ma On Shan (Wu Kai Sha Station),Wan Chai,False,False,True,name_similarity
